Comment Date,Comment
"Apr 21, 2021, 11:55:01 AM",Awesome to ride with you! 
"Apr 21, 2021, 11:56:02 AM",You were crushin it today!  Glad you could make it 
"Apr 21, 2021, 5:35:02 PM",Nice 2 see you 
"Apr 21, 2021, 6:24:25 PM",daaaamn 
"Apr 23, 2021, 11:58:05 PM",Still solid tho 
"Apr 26, 2021, 1:22:17 PM",Woah... Monday Hills!   
"Apr 26, 2021, 2:58:00 PM",epic!
"Apr 27, 2021, 1:14:51 AM",Thanks Andrew Cohen  this was a very unique race haha 
"Apr 27, 2021, 1:16:52 AM",Nice! Gonna do my laps tomorrow morning at Tufts 
"Apr 27, 2021, 6:52:22 PM",Looking forward to launching the official event you set an awesome time 
"Apr 28, 2021, 12:19:39 AM",Classic NH
"Apr 28, 2021, 12:23:29 AM",🔥🔥🔥
"Apr 28, 2021, 3:45:34 PM","Lots of great sign ups so far -  happy to answer any questions that are out there as well!   

"
"Apr 28, 2021, 5:19:51 PM",Haha! my rainy bike is hooked up to Zwift still from winter 🥶 
"Apr 28, 2021, 8:16:18 PM","5 or 10 mile options around the lakes 

Some small rollers but no ‘big’ climbs with an “average” grade of 0% overall since it starts and ends at the same spot 

"
"Apr 28, 2021, 11:45:28 PM",Supacaz 👌
"Apr 30, 2021, 9:35:09 PM",Wonderful to see new growth of the membership 
"Apr 30, 2021, 10:00:09 PM",🤘
"Apr 30, 2021, 10:03:55 PM",Life essentials 
"May 1, 2021, 1:52:20 PM",One day I’ll have to run with you - awesome stuff 
"May 1, 2021, 9:34:03 PM",Congrats!🎉.    Excited to visit soon 
"May 1, 2021, 10:53:34 PM",Nice man! 
"May 2, 2021, 1:28:55 AM",Wow! 
"May 2, 2021, 1:00:50 PM",Bruh 😫😫
"May 2, 2021, 1:01:13 PM",Hell yea man! 
"May 2, 2021, 1:38:24 PM",Well done!
"May 2, 2021, 5:17:14 PM",👌👌👌
"May 2, 2021, 5:30:16 PM",Nice race dude 
"May 2, 2021, 5:32:12 PM",Ooooou! 
"May 2, 2021, 6:18:05 PM",Amen 🙏🏻 
"May 2, 2021, 6:33:06 PM","Thanks Alistair S. 

Racing against one’s own ‘ghost’ is so challenging... the sonofabitch never seems to want to give up even for a second! "
"May 2, 2021, 6:39:04 PM",That’s the plan.  I am getting my 2nd shot Monday so we will see about the opening week.. but overall I’m hoping to attend semi regularly as time allows.  Hope to see you there 😁
"May 2, 2021, 6:49:29 PM",Nice ride! 
"May 2, 2021, 7:20:42 PM",Awesome!
"May 2, 2021, 7:56:58 PM",Nice 👍 
"May 2, 2021, 7:57:58 PM",Woah 😫 
"May 4, 2021, 1:12:41 AM",Good ride 🔥
"May 4, 2021, 9:37:36 PM",Nice!
"May 4, 2021, 10:06:50 PM",you ok chief ?
"May 6, 2021, 12:22:13 AM",Thanks Andrew Cohen & Michelle Conroy  
"May 6, 2021, 2:40:53 PM",Max Kaznady  yea buddy!! 
"May 6, 2021, 7:47:29 PM",Nice one! 
"May 6, 2021, 11:08:18 PM",Help me get to sub22 and I’ll give u my first born son  
"May 7, 2021, 1:31:00 AM",Robert Knapp thanks man!   Trying to put in the work for my first Marathon in October 
"May 7, 2021, 1:16:33 PM",Interesting - looks like even with the detour taken the segment still works.  Hope the construction didn’t throw you off 
"May 7, 2021, 2:19:58 PM",Nice finish! 
"May 7, 2021, 2:27:42 PM",Haha awesome! 
"May 7, 2021, 3:00:31 PM",Max Kaznady I managed to get in right before they closed the road -  hence why I’m trying to get others to avoid that part for now.   
"May 7, 2021, 4:19:26 PM",nice lap! 
"May 7, 2021, 5:06:43 PM",very nice!  Glad to have you aboard 
"May 7, 2021, 5:34:25 PM",Awesome! 
"May 7, 2021, 6:40:56 PM","Sorry about the frustrations, I discovered the road closure situation earlier this morning and communicated out to people who had signed up - we will be doing it every week so lots of opportunities for us to get better "
"May 7, 2021, 8:54:08 PM",Will have to check this out 
"May 7, 2021, 11:25:42 PM",Nice!
"May 7, 2021, 11:31:29 PM",Nice finish! 
"May 7, 2021, 11:51:46 PM",Nicely done man 
"May 8, 2021, 12:10:58 AM","Thanks for coming, You'll crush it next week! "
"May 8, 2021, 4:55:02 PM",Cadence is hugely important - great progress 
"May 8, 2021, 6:27:06 PM",Baller 🔥
"May 8, 2021, 9:00:03 PM",Congrats man! 
"May 8, 2021, 9:30:30 PM",Nice run! 
"May 8, 2021, 10:17:40 PM",Huge!
"May 9, 2021, 3:51:53 PM",Congrats man! Nicely done 
"May 9, 2021, 4:49:35 PM",Awesome performance! 
"May 10, 2021, 7:33:19 PM",great workout! 
"May 11, 2021, 12:29:00 AM",Woohoo!
"May 11, 2021, 8:06:44 PM",blazin fast! 
"May 11, 2021, 8:18:35 PM",nice! 
"May 12, 2021, 12:08:39 PM", Nice ride! 
"May 12, 2021, 12:08:58 PM",Nice riding! 
"May 12, 2021, 1:35:50 PM",Troy Wendt  same to you! 
"May 13, 2021, 12:45:04 AM",Dude  that fly-by was super funny and well timed!
"May 13, 2021, 1:36:31 AM",Nate Thomas  about 14 riders today-  hopefully it can grow as more people hear about it coming back online. Would be cool to see you there some week 
"May 13, 2021, 1:36:47 AM",Sam Gaudet Colin Santangelo  thanks guys see you both Friday hopefully! 
"May 13, 2021, 12:48:49 PM",Nice col ✌️
"May 13, 2021, 1:02:26 PM",Thanks dudes 🙏🏻 
"May 13, 2021, 6:03:20 PM",Sounds awesome- You can find all the  upcoming rides on the CRW Slack - this one wasn’t really even planned until the afternoon before-  but you can always find someone riding there almost 7 days a week! 
"May 13, 2021, 6:08:48 PM",Haha! I have a few triathlons this summer but have been waiting for the waters to warm up a little bit more to swim 
"May 13, 2021, 10:29:46 PM",Nice 
"May 14, 2021, 3:32:29 PM",Instant group ride on demand 😁
"May 14, 2021, 5:34:42 PM",Nice! Almost a 30 second improvement 
"May 14, 2021, 6:02:17 PM",crushin it
"May 15, 2021, 12:40:18 AM",Nery nice time! 
"May 15, 2021, 2:58:22 AM", Nice! 
"May 15, 2021, 2:59:43 AM",Awesome PR! Every second counts 
"May 15, 2021, 3:00:55 AM",Awesome to see you out there today 
"May 15, 2021, 11:54:28 AM",Nice one !
"May 15, 2021, 4:09:04 PM",Woah 😱😱😱
"May 15, 2021, 4:27:24 PM",The very long way! 
"May 15, 2021, 6:50:19 PM",Nice one man! Let me know if you’d like to do some training together or check out any of the TT’s in the area  
"May 15, 2021, 6:52:52 PM",Nicely done!!
"May 15, 2021, 6:56:09 PM",Nice!!
"May 16, 2021, 5:57:00 PM",Awesome riding with you today 
"May 16, 2021, 7:17:55 PM",Sweet ride man 
"May 16, 2021, 7:27:45 PM",You were awesome!
"May 16, 2021, 11:02:29 PM",strong ride today! 
"May 16, 2021, 11:03:08 PM",Flyin!! 
"May 16, 2021, 11:04:40 PM",speedin! 
"May 17, 2021, 2:45:05 AM","Max Kaznady  wasn’t going for speed,  just wanted to hit that 100 as I haven’t done a century this year yet so I was overdue lol!  "
"May 18, 2021, 12:12:26 AM",Bash Zaganjori  really nice today ... not cold at all in the wetsuit.  I was pleasantly surprised because I hate cold water 
"May 18, 2021, 1:44:40 AM",Nicee
"May 18, 2021, 1:46:12 AM",I swear it gets easier! Sort of!
"May 18, 2021, 3:33:38 PM",VEHICLE
"May 18, 2021, 10:05:09 PM",Here this week-  Let’s ride  😎 
"May 19, 2021, 12:13:14 AM",💯💯
"May 19, 2021, 11:42:51 AM",Really fast ! 
"May 19, 2021, 2:04:29 PM",Lookin good! 
"May 20, 2021, 1:25:37 PM",Nice one!
"May 21, 2021, 12:31:07 AM",Nice bro 👍
"May 21, 2021, 12:31:31 AM",💯💯
"May 21, 2021, 12:31:55 AM",👑👑👑
"May 21, 2021, 12:33:08 AM",💯👑
"May 21, 2021, 1:57:55 PM",Omg... 😱  Blazin fast!!!  
"May 23, 2021, 4:25:10 PM",Big one! 
"May 23, 2021, 6:23:51 PM",That map!
"May 23, 2021, 8:28:00 PM",Nice man! 
"May 23, 2021, 9:03:04 PM",New Shoe goofin 😎
"May 23, 2021, 9:30:57 PM", Nice! 
"May 23, 2021, 10:20:33 PM",You guys are amaaazing!
"May 24, 2021, 9:40:24 PM",where the buffalo roam 😸
"May 24, 2021, 11:32:52 PM",Nice dood 
"May 25, 2021, 1:46:15 AM",Baby razorbacks 🐗
"May 25, 2021, 12:19:55 PM",🐸
"May 26, 2021, 11:57:31 AM",Awesome PR’s man 👍
"May 26, 2021, 11:47:37 PM",Bro come do the actual race 🏁
"May 27, 2021, 1:57:09 AM",Just posted! 
"May 27, 2021, 12:55:06 PM",Steve Hayes  it’s gotten pretty warm already we had wetsuits on but they certainty weren’t fully required 
"May 27, 2021, 1:10:23 PM",Congrats man! 
"May 27, 2021, 8:18:03 PM",Awesome watch 
"May 28, 2021, 12:47:09 PM",👍 nice! 
"May 28, 2021, 12:57:49 PM",Good work! 
"May 28, 2021, 5:53:40 PM",amazing! 
"May 29, 2021, 3:25:36 PM",Wow!  Awesome achievement 
"May 29, 2021, 4:10:21 PM","George Stacko  thanks man, first time trying the new map.  I was looking for the start of the Castle KOM too but couldn’t find it lol!   Still a very cool world  with lots of places to explore "
"May 30, 2021, 1:18:50 AM",Badass 💯
"May 31, 2021, 2:53:36 AM",Nice race dude 
"May 31, 2021, 8:23:10 PM",NICE
"May 31, 2021, 11:04:25 PM",Alistair S.  White Mountains Tri in June -  2300+ climbing in 27 mi 
"Jun 1, 2021, 12:45:33 AM",🤘💯
"Jun 1, 2021, 12:46:03 PM",Blazin fast 400s! 🔥
"Jun 1, 2021, 1:01:03 PM",💪💥😎
"Jun 1, 2021, 1:07:14 PM",Nice Col PR!
"Jun 1, 2021, 5:27:02 PM",Great use of bottle cages 
"Jun 1, 2021, 7:13:48 PM",wild! 
"Jun 2, 2021, 12:29:03 AM",Thanks Phillip Stern  I have 2 tri events this month I’m training for! 
"Jun 2, 2021, 1:53:36 AM",Needs a crop
"Jun 2, 2021, 2:02:39 PM",Awesome PR ! 
"Jun 3, 2021, 1:44:04 AM","yikes... fast time regardless, good to see you out there. "
"Jun 3, 2021, 7:59:40 PM",Peter Higgins yeah it’s a pretty popular spot for anyone who doesn’t want to make the trip out to Walden Pond.  Water quality varies but it’s best in the earlier parts of the season before algae happens. 
"Jun 3, 2021, 8:03:44 PM",fried clams are a superfood 😁
"Jun 4, 2021, 9:53:32 AM",Andrew Cohen  on the way there now - we just got held up with entry documents and had to postpone a day 
"Jun 4, 2021, 11:44:15 AM",Caleb Childers it was definitely an all out 4 mile effort!  
"Jun 5, 2021, 8:26:48 PM",Bro that 0.05 mi 
"Jun 5, 2021, 8:59:14 PM",If you hit “correct distance” on Strava for web it probably will click over 
"Jun 7, 2021, 11:54:03 PM",John Meyer  thanks man it was a bit of a rollercoaster getting here but trying to make it all worthwhile while I have the chance 
"Jun 8, 2021, 12:14:53 AM",Hi Scott Kallgren  the ITU Sprint worlds are coming here in October but I’m just here for a vacation. 
"Jun 10, 2021, 10:59:41 PM",Nice dude 
"Jun 11, 2021, 12:15:55 AM",Adam Alidra thanks bro 😎  34 hours to race time 
"Jun 11, 2021, 12:54:08 AM",Oh yea! 😎
"Jun 11, 2021, 12:38:55 PM",SCAM— The check bounces (it’s bogus) and you lose the bike and the money once the bank takes it all back 
"Jun 11, 2021, 2:36:14 PM",Hope I'll run into you at Harvest! 
"Jun 12, 2021, 5:54:41 PM",Nicely done 
"Jun 12, 2021, 6:00:53 PM",Thanks all … am monitoring for a concussion but I think I’m mostly unscathed. Race Redemption in 2 weeks from now hopefully. 
"Jun 12, 2021, 11:30:46 PM",🍦🍦🍦
"Jun 13, 2021, 12:02:12 AM",Andrew Cohen  you live and learn  -  glad to be safe 
"Jun 13, 2021, 12:07:27 AM",Bad ass 🌶🔥🔥
"Jun 13, 2021, 1:58:17 AM",Major respect! 
"Jun 13, 2021, 7:57:36 PM",Nice one 💯
"Jun 13, 2021, 8:26:22 PM",When the outdoor temp goes back below 32 degrees! 🥵
"Jun 13, 2021, 10:14:19 PM",Bill Sharp  it’s on the bucket list 🪣 
"Jun 15, 2021, 1:12:59 PM",Smart 🧠
"Jun 16, 2021, 1:36:07 PM",That Dog is wondering what on earth is wrong with all these crazy people 
"Jun 16, 2021, 1:40:27 PM",Yea buddy! 😎
"Jun 16, 2021, 2:31:28 PM",Brian Wyka  Rippers but we’d love to have you join 
"Jun 16, 2021, 5:45:26 PM","https://www.strava.com/routes/2753780295275543192

This is approximately the route followed with a Somerville start - The actual meetup location is 75 Johnson Rd, Winchester.  Every Wed, there is multiple start times but Max and I are usually at the 5:52 one "
"Jun 17, 2021, 12:42:56 AM",Nice!
"Jun 17, 2021, 12:46:21 AM",Nice!
"Jun 17, 2021, 10:23:02 AM",Flyin’ 
"Jun 17, 2021, 6:03:37 PM",😎😎😎
"Jun 18, 2021, 1:22:43 PM","🏆🏆🏆
Nice ride! "
"Jun 18, 2021, 4:10:55 PM",🤘😎
"Jun 18, 2021, 6:18:00 PM",ian monica  I noticed that 😐 awkward! I promise I’ll go ride it ‘correctly’ some day soon 
"Jun 19, 2021, 5:47:32 PM",Nice race! 
"Jun 19, 2021, 8:02:02 PM",Awesome ride 🤘
"Jun 19, 2021, 8:04:15 PM",Awesome race! 
"Jun 19, 2021, 8:06:11 PM",Nice one dude 
"Jun 20, 2021, 6:31:25 PM",Mighty!! 
"Jun 20, 2021, 11:47:34 PM",We will be up there next weekend 
"Jun 20, 2021, 11:59:45 PM",Doing the white mountains Tri 😄
"Jun 21, 2021, 3:35:24 PM",What kicks you got?
"Jun 22, 2021, 2:06:14 PM",Lotta laps!     I’ve been considering doing a super long ride on this loop but every time I quickly realize how mind-melting it will be 
"Jun 23, 2021, 12:34:24 PM",Massive watts… what else can I say??  
"Jun 23, 2021, 12:55:44 PM",Whats up with the Tarmac?
"Jun 23, 2021, 12:59:38 PM",Nice PR’s !
"Jun 23, 2021, 9:46:22 PM",Nice 👌👌
"Jun 23, 2021, 9:48:07 PM",I swim about as well as a boat anchor 😂😂
"Jun 24, 2021, 3:15:04 PM",Well…Now you’ve put it on my radar 😅
"Jun 25, 2021, 3:36:13 PM",Just an easy ride before a race tomorrow - I’d go crazy If I did nothing!  
"Jun 25, 2021, 9:19:33 PM",Thanks dude!  Give a shout to Joseph he’s competing too 
"Jun 25, 2021, 11:19:07 PM",Jimmy Martenson  thanks man 🙏🏻  will be channeling that Ripper’s spirit 
"Jun 25, 2021, 11:20:07 PM",Nice!
"Jun 26, 2021, 8:35:25 PM",Steve Hayes  thanks! Went hard on the climb section potentially at the cost of a painful run but happy with overall results.  Rippers hills prepared me well. 
"Jun 26, 2021, 8:48:42 PM",Well raced- great finish! 
"Jun 27, 2021, 3:18:45 PM",Nice meeting you- impressive Bonus miles! 
"Jun 27, 2021, 3:31:33 PM",Michelle Conroy  you’d be amazed how much better it feels when you didn’t just bike up a mountain first 😂 
"Jun 27, 2021, 7:49:54 PM",massive! 
"Jun 28, 2021, 1:43:06 PM",Nice! 
"Jun 29, 2021, 11:38:34 AM","Dude…. Glad you are ok, that’s horrible! "
"Jun 29, 2021, 4:48:10 PM",Garmin be like “nice job! your fitness went down as a result of this workout” 
"Jun 30, 2021, 12:19:23 PM",What race are you doing? 
"Jun 30, 2021, 2:02:11 PM",Great riding with you!
"Jun 30, 2021, 2:21:16 PM",Red-tailed Hawk 🪶
"Jun 30, 2021, 6:07:25 PM",Yea! - will be cool to see you there 
"Jul 3, 2021, 1:25:41 AM",I had a lot of steam to let off 😰
"Jul 4, 2021, 12:14:25 AM",Just felt kinda off I think sitting around all morning drinking caffeine didn’t help!   
"Jul 4, 2021, 3:35:25 PM",Nice dude 
"Jul 4, 2021, 3:36:34 PM",I’m in RI right now 😂😂😭
"Jul 6, 2021, 1:18:11 AM",Ok I like the look of that! 
"Jul 6, 2021, 1:18:42 AM",Damn I missed a good one apparently 
"Jul 6, 2021, 2:47:00 PM",Legend 
"Jul 7, 2021, 1:11:41 PM",biked by you guys near ABP! 
"Jul 7, 2021, 11:01:37 PM",Inaccurate gps
"Jul 7, 2021, 11:27:52 PM",Haha I will stop terrorizing your neighborhood! But nice to know you live close by 
"Jul 8, 2021, 6:00:11 PM",Did you see the horse caves ?
"Jul 8, 2021, 6:52:43 PM",The legend goes that men involved in the Shay’s Rebellion in 1786 hid horses here 
"Jul 10, 2021, 11:24:02 PM",Yessir-  can only go better than Harvest  
"Jul 11, 2021, 5:20:06 PM",Sorry to hear about the mechanical dude ! 
"Jul 11, 2021, 5:22:02 PM",You’ll be back ✌️.  I had to DNF at my first race this season from similar circumstances 
"Jul 11, 2021, 5:23:28 PM",Well raced man ! 
"Jul 11, 2021, 5:50:29 PM",Meteor is awesome 
"Jul 13, 2021, 2:43:10 PM",Looks like the construction at One Post Office is coming along slightly 
"Jul 14, 2021, 12:20:51 PM",Even more impressive with the long ride in 
"Jul 14, 2021, 12:23:44 PM","Tons of PR’s today, nice ! "
"Jul 14, 2021, 12:46:43 PM",Looks like the bike from Buzzards Bay Triathlon 
"Jul 15, 2021, 1:45:34 PM",massive relative effort 
"Jul 15, 2021, 2:19:54 PM",Walden back open for business?
"Jul 15, 2021, 11:05:19 PM",ian monica  I’ll have to try those next ☕️ 
"Jul 15, 2021, 11:48:35 PM",Sweet setup! 
"Jul 16, 2021, 3:03:50 PM","Ian Bachman-Sanders  good place for longer intervals too, not much traffic and nice and flat "
"Jul 17, 2021, 3:50:26 PM","Max Kaznady  yeah nothing serious.. just a couple scrapes and bruised ego!      

Michael Copacino   hoping to repair 😿"
"Jul 19, 2021, 12:04:11 PM",Oh snap 
"Jul 19, 2021, 11:52:58 PM",Oh awesome we will have to run in together next time! 
"Jul 22, 2021, 1:02:30 PM",bliss .jpg
"Jul 22, 2021, 1:15:06 PM",Thanks Drew Peterson when I saw I was close to a PR I gave it absolutely everything to hold on to that 2 second lead! 
"Jul 22, 2021, 1:19:01 PM",👑👑👑
"Jul 22, 2021, 1:28:25 PM",André Wolff  made it at home!  All my cycling friends are welcome to stop by for some after a ride 😋 
"Jul 22, 2021, 9:32:20 PM",Drivers were going berserk today - hate to see it  
"Jul 23, 2021, 1:33:04 PM",Sam convinced me to go for it.. peer pressure 😂
"Jul 23, 2021, 8:19:18 PM",Barismo Clockwork 
"Jul 26, 2021, 11:46:59 AM",Nice one!  
"Jul 27, 2021, 1:24:54 AM",Michelle Conroy  new pavement definitely helped make that happen 😆 
"Jul 28, 2021, 5:40:09 PM",Awesome seeing that PR live as you took off like a rocket ship 
"Aug 1, 2021, 1:00:04 PM",Thanks guys - this was my most elevation in one ride ever!    Thank you Derek  Sawyer for inviting me up for this incredible day  
"Aug 3, 2021, 1:29:34 AM",Massive 😵
"Aug 3, 2021, 1:31:48 AM",Hell yea top 5 trophy 🏆 
"Aug 4, 2021, 12:21:38 PM",Looking good in the new threads! 
"Aug 6, 2021, 2:10:17 AM",Amazing ! 
"Aug 7, 2021, 12:54:25 AM",Nice 
"Aug 8, 2021, 4:15:48 PM",Felt more like chicken wings for the last bit 😅
"Aug 8, 2021, 5:30:41 PM",My neck of the woods 😁
"Aug 10, 2021, 12:01:07 AM",Michael Copacino  yeah Somerville Road Runners - every Monday at 6:45pm from Davis - all are welcome 
"Aug 10, 2021, 1:43:27 AM",Huge! 😵😵
"Aug 10, 2021, 2:19:28 PM",humidity suckd 
"Aug 11, 2021, 2:47:23 PM",Congrats on the PR! 
"Aug 12, 2021, 3:58:40 PM",Thank you- I wanted to stop after 6x reps.. but made it through all 8 somehow 
"Aug 12, 2021, 11:01:29 PM",Scott Kallgren I took about 3 min between each walking to “cool off” LOL 
"Aug 13, 2021, 1:55:21 PM",Supacaz 🙌
"Aug 15, 2021, 7:12:39 PM",user is in a vehicle 
"Aug 15, 2021, 9:58:31 PM",I’m down 
"Aug 16, 2021, 8:01:36 PM",Very nice! 
"Aug 17, 2021, 1:40:35 AM",Which tri are you thinking about ? 
"Aug 17, 2021, 1:47:49 AM", Nice finish! 
"Aug 18, 2021, 12:12:30 PM",Lots of PR’s today! 
"Aug 18, 2021, 7:20:22 PM",2018 570s Spyder 🙌
"Aug 19, 2021, 3:51:46 PM",I got back before it really started up- now it feels like there’s a waterfall coming down outside 
"Aug 20, 2021, 10:27:03 AM",Nice race!
"Aug 20, 2021, 10:27:31 AM",Nice one!
"Aug 20, 2021, 2:16:43 PM",He asked for 25 Fast Miles !  The rain was optional 
"Aug 20, 2021, 2:25:34 PM",we passed by each other several times ! 
"Aug 20, 2021, 2:34:26 PM","Happy Birthday ✌️✌️
"
"Aug 20, 2021, 2:35:04 PM",Fast!
"Aug 20, 2021, 9:05:26 PM",Was running yesterday I think I waved haha 
"Aug 21, 2021, 1:47:09 PM",Nice race!  I’m registered for the oly tomorrow but fully expecting it to get cancelled 😞 
"Aug 21, 2021, 2:57:42 PM",Felt brutal out today 
"Aug 21, 2021, 4:26:40 PM",🙌🙌
"Aug 22, 2021, 8:24:55 PM",Awesome race! 
"Aug 23, 2021, 10:04:13 PM",Welcome back 😎🙌
"Aug 24, 2021, 12:01:45 AM",Hell of a finish 🙌
"Aug 25, 2021, 12:19:11 PM",Every time we ride together you help me to bring my best out - good luck with the move and I hope you can find some good hills out there!  
"Aug 25, 2021, 12:54:06 PM",Now how about driving to a gym to ride a stationary bike…outdoors 🤦‍♂️
"Aug 25, 2021, 8:48:14 PM",Wahoo KICKR is the way to go 
"Aug 26, 2021, 1:27:22 AM",I like the sound of this!  
"Aug 27, 2021, 1:18:56 AM",Michelle Conroy & Andrew Cohen   thanks guys 🙏🏻 - Rippers know a thing or two when it comes to hilly routes ⛰   
"Aug 29, 2021, 2:32:46 PM","Awesome job man, well done "
"Aug 29, 2021, 3:27:05 PM",Jared Geller  yeah with a couple inaccuracies but that was the general idea haha 
"Aug 29, 2021, 4:54:13 PM",Nice job dude!
"Sep 2, 2021, 4:11:58 PM",Beast! 
"Sep 3, 2021, 1:13:22 AM",Thanks guys - needed to run off some of the stress of this week ! 
"Sep 4, 2021, 2:55:21 PM",🔥🔥🔥
"Sep 5, 2021, 4:08:04 PM",Awesome 🙌
"Sep 5, 2021, 4:41:03 PM",Drew Peterson  now I can drive out and do Greylock haha 
"Sep 7, 2021, 5:19:55 PM",Tasty!
"Sep 9, 2021, 12:07:28 AM",#1080 gang 
"Sep 10, 2021, 1:07:09 PM",I heard they’re badass 😎😅
"Sep 10, 2021, 9:59:54 PM",Yea buddy!
"Sep 11, 2021, 1:16:44 AM",Nice man 💥
"Sep 11, 2021, 1:32:04 AM",RIPPR plate 
"Sep 12, 2021, 8:59:23 AM",End is in a vehicle needs crop 
"Sep 14, 2021, 12:22:37 AM", solid splits!
"Sep 14, 2021, 3:48:54 PM",Come to Hills my dude 🔥 it’s the best 
"Sep 14, 2021, 6:55:52 PM",I’ll have to join you for one of these soon 👍
"Sep 16, 2021, 12:47:23 AM",Nice 👍 
"Sep 18, 2021, 3:17:17 PM",Yea buddy 🙌
"Sep 22, 2021, 7:34:34 PM",Bro that is CLEAN! 
"Sep 26, 2021, 3:17:39 PM",🙌
"Sep 27, 2021, 12:00:38 AM",Last long run before race day less than a week away now 
"Sep 29, 2021, 8:05:00 PM",Nice man 
"Sep 29, 2021, 8:05:32 PM",Throw some roof racks on there 😎🚗
"Sep 30, 2021, 11:19:39 PM",Bill Sharp  yep running it Saturday it will be my debut race 😱
"Oct 2, 2021, 1:29:31 AM",Nice 
"Oct 2, 2021, 7:35:35 PM",Amazing!!!! 
"Oct 2, 2021, 7:52:27 PM",Amazing PR!! 
"Oct 3, 2021, 2:37:19 AM",That Caribbean Cask tho 👀
"Oct 3, 2021, 4:52:22 PM",Congrats on a great event 
"Oct 3, 2021, 5:58:20 PM",Yea buddy!  Lookin fast and fun 
"Oct 4, 2021, 12:52:27 AM",Thank you! So appreciative of all of your comments- it may be my first but it won’t be my last. A couple years ago I never would have imagined completing this milestone but here we are in part thanks to all of you 
"Oct 6, 2021, 11:34:48 AM",Your gradient map looks like the morning sky 
"Oct 7, 2021, 12:07:17 AM",Chris Nasveschuk  amazing showing for your first hills ride! 
"Oct 7, 2021, 12:13:20 PM",Yep the groups get a little smaller but last year we were still riding into November.  Best hills ride there is! 
"Oct 8, 2021, 8:08:57 PM",Thanks for the heads up man 
"Oct 10, 2021, 5:44:02 PM",Fall’s Finest! 
"Oct 11, 2021, 3:50:58 PM","Andrew Cohen  much smaller #s than previous years (fewer options for the one-way riders I assume) but we had a really nice strong group. This made it feel a little less chaotic but the energy was still there in full force. 

Thanks so much for the illumination- worked perfectly the entire ride.  "
"Oct 13, 2021, 3:19:57 PM",The pic of Derek is so wholesome - could be an ad for the rippers 
"Oct 20, 2021, 1:29:37 PM",👑👑👑
"Oct 20, 2021, 6:57:40 PM",So many watts the police took notice 😱
"Oct 22, 2021, 8:29:33 PM",Bill Tomlinson  hmm good point!  I’ll adapt my name based on that 
"Oct 24, 2021, 1:29:26 PM",Nice one !
"Nov 1, 2021, 8:52:22 PM",Happy Birthday Peter!
"Nov 4, 2021, 1:04:24 PM",Ed Momm Drew Peterson   Snow squalls on the way down had us experiencing 3 seasons in 1 hike!   But a good one nonetheless 
"Nov 7, 2021, 1:54:54 PM","Dude, amazing time! "
"Nov 7, 2021, 1:59:26 PM",Hope you are ok 😢
"Nov 9, 2021, 2:42:15 PM",💯💯
"Nov 13, 2021, 11:44:25 PM",Already thinking about Western MA venues so we are one step closer to the greylock summit idea 
"Nov 19, 2021, 10:35:12 PM",Just hopped on to try this same route !
"Nov 20, 2021, 4:39:20 PM",Nice dude! 
"Nov 20, 2021, 5:28:12 PM",Nice!
"Nov 20, 2021, 5:32:05 PM",🤩
"Nov 21, 2021, 7:19:12 PM",I can tell you one thing .. they certainly aren’t getting easier! 
"Nov 21, 2021, 8:49:06 PM", Nice riding with you today 
"Nov 24, 2021, 1:17:17 AM",Today was  🥶 
"Nov 25, 2021, 3:13:13 PM",Ah I wish I knew you were running I would have said hi!     Good race!! 
"Nov 25, 2021, 4:42:21 PM",Happy thanksgiving!
"Nov 25, 2021, 6:49:03 PM",🔥🔥🔥
"Nov 29, 2021, 11:53:19 PM",💪
"Nov 30, 2021, 4:05:58 PM",Looking forward to it! 
"Nov 30, 2021, 9:50:11 PM", Pros and Speed are both awesome 
"Dec 1, 2021, 1:37:35 PM",Nice to meet you!  
"Dec 4, 2021, 3:40:03 PM",Nice! 
"Dec 5, 2021, 5:03:07 PM",Congrats on the great run! 
"Dec 5, 2021, 5:03:29 PM",Fast!! 
"Dec 5, 2021, 6:55:42 PM", Next year we can be a team 🏆
"Dec 12, 2021, 3:17:56 PM",Amazing! 
"Dec 12, 2021, 5:25:28 PM",Dude you are on a whole nother level right now damn! 
"Dec 19, 2021, 6:18:06 PM",💯
"Dec 20, 2021, 2:21:02 PM",Amazing mileage!
"Dec 24, 2021, 2:27:16 PM",Sweet gloves 🔥
"Dec 27, 2021, 11:20:42 PM",Nice dude I was glad we ran into each other 
"Dec 28, 2021, 10:29:16 PM",Angelina’s is my go-to spot for pies 
"Dec 29, 2021, 11:15:27 PM", So close 
"Jan 1, 2022, 5:24:36 PM",We were just hiking up haha 
"Jan 1, 2022, 5:25:37 PM",Sign me up once I’m healed fully 
"Jan 1, 2022, 9:14:19 PM",Climate change is going to keep making this longer and longer 
"Jan 12, 2022, 2:13:17 AM",Conditions were tough today for sure. I felt real dicey multiple times 
"Jan 15, 2022, 5:41:53 PM", Nice dude 
"Jan 19, 2022, 11:26:16 AM",Every Tuesday night at 7/7:30 I can send you the info -  it’s open to anyone who wants to sign up and good fun 
"Jan 19, 2022, 6:16:57 PM",How was it? 
"Jan 22, 2022, 6:38:13 PM",Awesome riding with you two-  thank you Andrew Cohen for inviting me to do this event  
